ConfirmedDate,LabNo,ALSC,Station,DepthMeters,SampleDate,Time,SO4,NO3,CI,F,ANC,DIC,DOC,SIO2,CA2+,MG2+,Na+,K+,NH4+,AL_TD,AL_TM,AL_OM,AL_IM,LABPH,AIREQPH,TRUCOLOR,SCONDUCT,TOTAL_PHOS,CHLOROPHYLL
2002.04.01,02L0368,020058,1,0,2002.04.03,1230,4.420,0.927,0.330,0.070,32.570,1.140,11.555,5.390,2.300,0.600,0.670,0.480,0.083,202,84,79,5,5.525,5.780,160,24.11,,
2002.05.01,02L0523,020058,1,0,2002.05.08,1130,3.700,0.234,0.290,0.062,39.610,0.850,10.782,3.940,2.100,0.480,0.600,0.430,-0.001,232,85,77,8,5.816,6.120,100,20.10,,
2002.06.01,02L0586,020058,1,0,2002.06.06,1145,3.570,0.037,0.280,0.080,31.110,0.730,12.001,4.580,1.860,0.480,0.580,0.350,0.025,221,108,95,13,5.744,5.930,100,19.80,,
2002.07.01,02L1033,020058,1,0.5,2002.07.15,1150,3.130,0.076,0.230,0.086,40.910,0.700,15.367,5.080,2.070,0.500,0.600,0.260,0.062,257,113,98,15,5.718,5.890,120,19.11,,
2002.08.01,02L1314,020058,1,0.5,2002.08.13,1345,3.220,0.009,0.270,0.080,51.170,0.940,14.094,1.960,2.100,0.520,0.620,0.280,0.009,262,91,80,11,5.910,6.140,100,21.66,,
2002.09.01,02L1436,020058,1,0.5,2002.09.04,1300,3.740,0.022,0.290,0.075,48.120,0.730,11.025,2.130,2.080,0.540,0.610,0.260,0.026,220,78,72,6,6.061,6.290,120,19.99,,
2002.10.01,02L1670,020058,1,0.5,2002.10.09,1145,3.730,0.010,0.300,0.082,1.200,1.220,11.468,3.350,2.430,0.570,0.630,0.330,0.039,189,93,72,21,5.724,6.110,100,20.79,,
2002.11.01,02L1762,020058,1,0.5,2002.11.07,1225,3.700,0.089,0.330,0.076,59.660,1.510,11.311,4.230,2.110,0.570,0.600,0.350,0.174,188,81,67,14,5.991,6.480,100,22.37,,
2002.12.01,02L1817,020058,1,0,2002.12.03,1230,3.830,0.153,0.350,0.073,56.100,1.280,12.006,4.720,2.220,0.580,0.620,0.350,0.186,235,92,74,18,5.929,6.420,140,22.67,,
2003.01.01,03L0051,020058,1,0.5,2003.01.09,1245,3.750,0.151,0.330,0.071,54.060,1.670,11.865,4.690,2.010,0.580,0.600,0.340,0.186,244,91,76,15,5.889,6.470,120,22.97,,
2003.02.01,03L0132,020058,1,0.5,2003.02.10,1256,3.930,0.200,0.290,0.074,52.120,1.500,11.982,5.030,2.300,0.600,0.630,0.360,0.193,200,91,77,14,5.856,6.390,140,23.66,,
2003.03.01,03L0202,020058,1,0.5,2003.03.04,1245,4.900,0.540,0.420,0.096,72.980,1.970,14.621,6.760,2.480,0.800,0.820,0.530,0.229,288,113,100,13,5.835,6.360,140,29.50,,
2003.04.01,03L0353,020058,1,0,2003.04.03,1305,3.520,1.400,0.280,0.077,5.510,1.740,14.127,5.610,1.850,0.520,0.530,0.620,0.035,252,115,97,18,4.765,4.880,110,25.54,,
2003.05.01,03L0528,020058,1,0.5,2003.05.08,1215,3.450,0.585,0.260,0.067,29.060,0.670,10.828,4.570,2.010,0.510,0.550,0.410,0.014,212,93,79,14,5.692,5.900,120,20.20,,
2003.06.01,03L0659,020058,1,0,2003.06.05,1250,3.420,0.036,0.240,0.065,40.880,0.730,11.322,3.670,1.790,0.520,0.560,0.340,-0.004,222,104,83,21,5.821,5.960,100,19.30,,
2003.07.01,03L0842,020058,1,0,2003.07.09,1310,3.420,0.026,0.260,0.074,38.330,0.820,10.680,2.850,1.830,0.470,0.600,0.330,0.011,222,72,63,9,5.876,6.300,100,19.31,,
2003.08.01,03L1002,020058,1,0.5,2003.08.12,1330,3.210,0.022,0.230,0.069,39.550,0.640,11.367,2.250,2.130,0.470,0.530,0.280,0.017,159,70,72,0,5.850,6.110,90,18.80,,
2003.09.01,03L1234,020058,1,0.5,2003.09.10,1320,3.360,0.018,0.230,0.083,41.780,0.770,12.400,2.810,2.070,0.530,0.590,0.290,0.009,184,87,76,11,5.915,6.210,100,20.30,,
2003.10.01,03L1322,020058,1,0.5,2003.10.07,1115,3.610,0.017,0.320,0.068,45.860,1.390,12.213,3.450,1.880,0.560,0.610,0.370,0.021,184,93,75,18,5.662,6.150,110,16.34,,
2003.11.01,03L1610,020058,1,0.5,2003.11.04,1110,3.600,0.082,0.310,0.070,40.130,1.190,13.729,4.140,2.160,0.590,0.580,0.350,0.050,216,107,93,14,5.677,6.030,140,21.09,,
2003.12.01,03L1743,020058,1,0,2003.12.03,1155,3.850,0.129,0.340,0.068,33.730,1.080,14.212,4.900,1.990,0.580,0.610,0.320,0.079,219,111,86,25,5.548,5.790,160,21.46,,
2004.01.01,04L0042,020058,1,0.5,2004.01.08,1310,3.840,0.171,0.280,0.070,26.610,1.180,13.678,6.170,1.810,0.520,0.580,0.250,0.051,262,122,100,22,5.252,5.450,140,22.00,,
2004.02.01,04L0149,020058,1,0.5,2004.02.10,1310,3.940,0.168,0.320,0.068,35.260,1.290,14.228,5.530,2.140,0.560,0.610,0.300,0.095,239,118,101,17,5.441,5.640,160,22.57,,
2004.03.01,04L0224,020058,1,0.5,2004.03.04,1255,4.340,0.413,0.380,0.077,33.640,1.540,15.219,5.920,2.230,0.590,0.580,0.290,0.118,260,148,119,29,5.367,5.580,160,24.79,,
2004.04.01,04L0596,020058,1,0,2004.04.08,1230,3.120,0.438,0.160,0.071,2.890,1.700,14.017,6.030,1.420,0.380,0.500,0.440,0.024,261,132,115,17,4.774,4.850,110,22.10,,
2004.05.01,04L0725,020058,1,0,2004.05.06,1300,3.000,0.229,0.230,0.065,28.240,0.760,11.144,4.390,1.590,0.420,0.530,0.340,0.047,219,116,92,24,5.496,5.680,140,18.61,,
2004.06.01,04L0793,020058,1,0.5,2004.06.01,1240,2.790,0.023,0.220,0.069,30.160,0.460,13.073,3.810,1.800,0.440,0.560,0.280,0.003,253,116,96,20,5.535,5.590,140,18.20,,
2004.07.01,04L1056,020058,1,0.5,2004.07.15,1238,2.520,0.026,0.200,0.072,36.500,0.530,12.410,2.730,1.810,0.470,0.540,0.230,0.086,212,93,96,0,5.906,5.980,140,17.13,,
2004.08.01,04L1198,020058,1,0.5,2004.08.11,1142,2.480,0.028,0.200,0.080,41.050,0.630,13.072,3.300,1.890,0.470,0.550,0.210,0.002,231,95,75,20,5.858,6.130,140,17.23,,
2004.09.01,04L1514,020058,1,0.5,2004.09.15,1225,2.210,0.022,0.250,0.075,39.500,0.940,14.718,3.510,1.940,0.470,0.550,0.180,0.013,237,114,98,16,5.661,5.850,160,17.40,,
2004.10.01,04L1629,020058,1,0.5,2004.10.18,1240,2.540,0.025,0.230,0.081,46.150,1.780,11.968,4.460,1.950,0.510,0.590,0.270,0.023,224,120,96,24,5.819,6.430,180,18.90,,
2004.11.01,04L1715,020058,1,0.5,2004.11.10,1305,2.480,0.045,0.250,0.072,55.720,1.310,11.531,5.860,2.050,0.510,0.580,0.290,0.037,198,101,86,15,6.064,6.440,160,19.50,,
2004.12.01,04L1750,020058,1,0,2004.12.07,1210,2.550,0.095,0.270,0.071,61.930,1.310,11.023,5.660,1.980,0.530,0.600,0.310,0.075,264,101,76,25,5.970,6.470,140,19.70,,
2005.01.01,05L0046,020058,1,0.5,2005.01.06,1228,2.970,0.396,0.300,0.075,46.660,1.560,14.209,5.940,2.090,0.520,0.610,0.300,0.114,603,102,60,42,5.710,6.190,160,20.69,,
2005.02.01,05L0156,020058,1,0.5,2005.02.08,1230,3.170,0.208,0.280,0.081,43.170,1.900,13.482,6.700,2.040,0.530,0.600,0.290,0.087,246,108,105,3,5.661,6.050,160,20.69,,
2005.03.01,05L0192,020058,1,0.5,2005.03.01,1300,2.960,0.179,0.290,0.075,47.440,1.840,11.960,5.790,2.060,0.520,0.600,0.280,0.087,275,109,93,16,5.651,6.210,160,20.40,,
2005.04.01,05L0625,020058,1,0,2005.04.13,1210,2.580,0.406,0.240,0.058,21.970,1.630,10.375,4.690,1.550,0.380,0.450,0.360,0.022,193,119,100,19,5.349,5.690,80,17.30,,
2005.05.01,05L0741,020058,1,0.5,2005.05.09,1230,2.790,0.023,0.290,0.065,38.470,0.580,11.789,5.420,1.670,0.420,0.550,0.390,0.018,226,112,97,15,5.754,6.010,100,17.52,,
2005.06.01,05L0849,020058,1,0.5,2005.06.09,1315,2.760,0.028,0.270,0.071,38.640,0.400,11.390,3.970,1.660,0.460,0.580,0.390,0.014,180,103,101,2,5.944,6.090,100,17.50,,
2005.07.01,05L1098,020058,1,0.5,2005.07.13,1220,2.410,0.032,0.240,0.075,38.870,0.500,14.796,3.600,1.790,0.450,0.560,0.260,0.005,244,121,104,17,5.654,5.680,120,18.00,,
2005.08.01,05L1415,020058,1,0.5,2005.08.11,1230,2.370,0.022,0.220,0.068,40.480,0.470,14.139,3.600,1.820,0.440,0.550,0.210,0.011,237,91,80,11,5.787,5.880,110,17.42,,
2005.09.01,05L1679,020058,1,0.5,2005.09.13,1136,2.380,0.019,0.240,0.073,44.230,0.810,14.532,4.120,1.910,0.460,0.540,0.240,0.000,234,111,93,18,5.746,5.920,110,18.18,,
2005.10.01,05L1874,020058,1,0.5,2005.10.11,1220,2.450,0.024,0.280,0.072,43.110,1.190,15.150,4.630,1.860,0.470,0.540,0.260,0.010,218,126,101,25,5.549,5.840,140,18.58,,
2005.11.01,05L1995,020058,1,0.5,2005.11.09,1200,2.450,0.066,0.300,0.068,42.460,1.270,16.632,5.610,1.900,0.480,0.530,0.310,0.109,269,144,116,28,5.634,5.910,160,19.19,,
2005.12.01,05L2087,020058,1,0,2005.12.13,1330,2.860,0.118,0.340,0.069,42.110,0.750,15.942,7.030,1.990,0.490,0.630,0.330,0.105,279,158,157,1,5.549,5.760,160,20.30,,
2006.01.01,06L0056,020058,1,0.5,2006.01.10,1230,2.910,0.204,0.300,0.065,36.060,1.170,14.060,6.950,1.890,0.470,0.560,0.260,0.116,296,147,84,63,5.471,5.690,180,20.30,,
2006.02.01,06L0164,020058,1,0.5,2006.02.08,1238,3.450,0.326,0.290,0.069,21.840,1.630,13.399,7.490,1.730,0.440,0.600,0.240,0.069,257,148,119,29,5.084,5.220,140,21.51,,
2006.03.01,06L0255,020058,1,0.5,2006.03.08,1300,3.070,0.242,0.290,0.065,33.630,1.780,13.819,7.010,1.920,0.480,0.580,0.280,0.108,275,143,100,43,5.364,5.600,180,20.81,,
2006.04.01,06L0395,020058,1,0,2006.04.12,1210,2.540,0.230,0.220,0.060,26.270,1.760,10.875,5.660,1.430,0.360,0.480,0.300,0.031,219,113,106,7,5.251,5.440,100,16.70,,
2006.05.01,06L0488,020058,1,0.5,2006.05.04,1225,2.720,0.135,0.250,0.062,36.400,0.740,10.885,6.450,1.620,0.430,0.550,0.290,0.001,211,97,89,8,5.891,6.120,110,17.27,,
2006.06.01,06L0611,020058,1,0.5,2006.06.13,1250,2.490,0.032,0.220,0.065,38.310,0.470,11.449,5.320,1.570,0.430,0.570,0.260,-0.003,212,100,85,15,5.819,5.960,160,16.56,,
2006.07.01,06L0701,020058,1,0.5,2006.07.10,1307,2.310,0.030,0.220,0.070,40.880,0.690,12.239,4.030,1.640,0.410,0.560,0.210,0.021,216,82,78,4,5.828,5.980,110,16.46,,
2006.08.01,06L0872,020058,1,0.5,2006.08.09,1300,2.390,0.018,0.230,0.075,42.690,0.810,12.573,3.900,1.770,0.440,0.570,0.190,-0.007,202,84,71,13,5.804,6.010,110,17.17,,
2006.09.01,06L0969,020058,1,0.5,2006.09.06,1314,2.480,0.025,0.210,0.065,49.660,0.930,11.002,3.940,1.870,0.460,0.600,0.190,-0.005,160,74,67,7,6.022,6.360,110,17.57,,
2006.10.01,06L1119,020058,1,0.5,2006.10.12,1215,2.680,0.025,0.240,0.058,52.470,1.140,10.363,5.010,1.810,0.480,0.630,0.250,0.006,147,70,61,9,6.045,6.520,120,18.26,,
2006.11.01,06L1229,020058,1,0.5,2006.11.09,1225,2.820,0.048,0.280,0.064,65.780,1.420,11.462,6.780,1.950,0.520,0.660,0.280,0.029,186,88,75,13,6.119,6.650,160,20.20,,
2006.12.01,06L1312,020058,1,0,2006.12.13,1215,2.810,0.086,0.300,0.064,52.960,1.150,12.964,6.860,2.010,0.520,0.680,0.310,0.056,206,101,97,4,6.007,6.420,160,20.60,,
2007.01.01,07L0076,020058,1,0.5,2007.01.11,1320,2.520,0.313,0.250,0.054,36.760,1.680,9.614,5.160,1.630,0.400,0.560,0.240,0.025,186,82,78,4,5.684,6.180,100,17.14,,
2007.02.01,07L0157,020058,91,0.5,2007.02.12,1310,3.080,0.161,0.260,0.062,48.850,1.560,12.084,6.970,1.880,0.530,0.680,0.320,0.049,223,99,89,10,5.796,6.350,160,20.30,,
2007.02.01,07L0158,020058,92,0.5,2007.02.12,1312,3.080,0.158,0.260,0.062,49.000,1.530,12.195,7.360,1.890,0.530,0.680,0.320,0.049,213,100,92,8,5.803,6.350,160,20.40,,
2007.02.01,07L0159,020058,93,0.5,2007.02.12,1314,3.020,0.150,0.260,0.060,50.060,1.510,11.638,7.180,1.960,0.550,0.680,0.320,0.058,217,101,86,15,5.811,6.380,160,20.40,,
2007.03.01,07L0263,020058,1,0.5,2007.03.13,1200,2.920,0.343,0.300,0.064,51.240,2.000,11.868,7.240,1.940,0.540,0.690,0.320,0.073,191,101,89,12,5.777,6.440,160,20.20,,
2007.04.01,07L0340,020058,1,0.5,2007.04.05,1215,3.100,0.474,0.340,0.060,33.400,2.130,10.828,6.860,1.670,0.430,0.620,0.420,0.047,206,101,103,0,5.440,5.870,110,19.70,,
2007.05.01,07L0451,020058,1,0.5,2007.05.03,1215,2.540,0.368,0.320,0.057,34.640,1.300,8.778,6.080,1.550,0.420,0.600,0.360,0.009,199,101,79,22,5.717,6.050,120,17.50,,
2007.06.01,07L0595,020058,1,0.5,2007.06.13,1240,2.620,0.032,0.290,0.069,38.440,0.570,9.928,3.840,1.610,0.450,0.630,0.340,0.009,146,77,65,12,6.013,6.170,100,16.90,,
2007.07.01,07L0698,020058,1,0.5,2007.07.09,1312,2.520,0.034,0.290,0.063,44.150,0.780,9.260,3.160,1.620,0.420,0.640,0.300,0.000,133,62,54,8,6.081,6.350,100,17.14,,
2007.08.01,07L0813,020058,1,0,2007.08.06,1400,2.460,0.032,0.280,0.060,43.430,0.840,10.094,3.010,1.820,0.460,0.620,0.260,-0.002,140,62,55,7,6.077,6.330,100,17.71,,
2007.09.01,07L0959,020058,1,0.5,2007.09.13,1200,2.700,0.029,0.290,0.068,54.270,1.150,8.812,2.970,1.870,0.510,0.690,0.260,0.005,125,53,46,7,6.138,6.570,80,18.00,,
2007.10.01,07L1059,020058,1,0.5,2007.10.10,1148,3.120,0.010,0.310,0.065,46.920,0.970,8.683,2.990,1.850,0.510,0.650,0.270,-0.008,113,60,47,13,6.169,6.550,80,18.98,,
2007.11.01,07L1106,020058,1,0.5,2007.11.01,1152,3.340,0.021,0.320,0.066,64.300,2.020,9.611,4.770,2.050,0.570,0.690,0.320,0.002,159,71,53,18,6.032,6.680,110,20.85,,
2007.12.01,07L1244,020058,1,0,2007.12.06,1220,3.510,0.118,0.320,0.061,53.240,1.610,10.309,5.190,2.170,0.580,0.670,0.270,0.039,181,83,64,19,5.932,6.520,100,21.77,,
2008.01.01,08L0041,020058,1,0.5,2008.01.09,1205,3.590,0.278,0.370,0.061,49.640,1.880,11.276,5.960,2.190,0.570,0.660,0.270,0.074,189,92,74,18,5.765,6.410,100,21.35,,
2008.02.01,08L0115,020058,1,0.5,2008.02.06,1022,3.660,0.271,0.380,0.059,47.040,2.340,11.507,5.710,2.120,0.560,0.650,0.280,0.082,190,94,91,3,5.592,6.270,100,21.84,,
2008.03.01,08L0252,020058,91,0.5,2008.03.12,1215,3.980,0.349,0.350,0.067,40.820,2.220,10.769,6.750,2.050,0.570,0.690,0.290,0.058,193,95,78,17,5.552,6.120,110,22.05,,
2008.03.01,08L0253,020058,92,0.5,2008.03.12,1217,3.910,0.353,0.390,0.067,45.730,2.210,10.751,6.600,2.080,0.570,0.710,0.310,0.065,199,98,78,20,5.556,6.310,110,22.05,,
2008.03.01,08L0254,020058,93,0.5,2008.03.12,1219,3.910,0.307,0.350,0.068,41.000,2.000,10.640,6.680,2.070,0.570,0.690,0.300,0.061,199,94,81,13,5.551,6.220,110,22.05,,
2008.04.01,08L0375,020058,1,0.5,2008.04.08,1308,3.820,0.695,0.550,0.063,29.160,2.340,9.531,6.720,1.780,0.470,0.720,0.270,0.065,184,105,67,38,5.319,5.770,100,21.76,,
2008.05.01,08L0522,020058,1,0.5,2008.05.13,1250,2.780,0.020,0.320,0.060,30.180,0.410,9.486,4.410,1.590,0.430,0.590,0.260,-0.006,176,89,72,17,5.938,5.910,100,16.35,,
2008.06.01,08L0617,020058,1,0.5,2008.06.16,1220,2.630,0.017,0.320,0.069,37.070,0.450,10.663,3.300,1.710,0.440,0.570,0.250,0.007,167,83,96,0,5.829,5.960,100,16.32,,
2008.07.01,08L0739,020058,91,0.5,2008.07.14,1220,2.480,0.017,0.300,0.069,42.790,0.630,11.130,2.610,1.720,0.430,0.530,0.210,0.000,162,74,72,2,5.930,6.110,110,16.15,,
2008.07.01,08L0740,020058,92,0.5,2008.07.14,1222,2.480,0.017,0.300,0.069,43.780,0.620,10.999,2.610,1.750,0.430,0.550,0.220,0.000,155,84,76,8,5.932,6.100,110,16.15,,
2008.07.01,08L0741,020058,93,0.5,2008.07.14,1224,2.500,0.017,0.340,0.072,43.390,0.610,11.246,2.530,1.740,0.430,0.540,0.220,0.001,116,75,71,4,5.935,6.120,110,16.15,,
2008.08.01,08L0805,020058,1,0.5,2008.08.04,1415,2.370,0.017,0.280,0.072,42.700,0.870,12.480,3.020,1.930,0.460,0.520,0.170,-0.030,198,95,42,53,5.783,5.900,160,16.90,10.19,
2008.09.01,08L0929,020058,1,0.5,2008.09.03,1210,2.230,0.019,0.260,0.075,47.500,0.660,12.449,3.540,2.030,0.470,0.530,0.170,0.009,214,99,86,13,6.033,6.180,160,17.46,9.50,
2008.10.01,08L1076,020058,91,0.5,2008.10.09,0930,2.520,0.019,0.330,0.066,64.190,1.730,10.788,4.950,1.950,0.510,0.590,0.210,-0.003,177,98,92,6,5.931,6.510,180,17.57,5.88,
2008.10.01,08L1077,020058,92,0.5,2008.10.09,0932,2.520,0.019,0.330,0.064,63.870,1.720,10.764,4.940,1.960,0.510,0.590,0.210,0.000,175,92,84,8,5.967,6.560,180,18.07,6.72,
2008.10.01,08L1078,020058,93,0.5,2008.10.09,0935,2.550,0.019,0.330,0.063,65.210,1.790,10.348,5.020,1.960,0.520,0.590,0.210,-0.003,175,102,92,10,5.963,6.530,180,18.17,7.93,
2008.11.01,08L1177,020058,1,0.5,2008.11.06,1144,2.460,0.032,0.340,0.070,82.020,1.830,10.104,6.040,2.250,0.550,0.660,0.260,0.070,192,90,92,0,6.165,6.790,160,19.74,13.63,26.74
2008.12.01,08L1275,020058,91,0.5,2008.12.08,1234,2.680,0.062,0.390,0.072,37.030,1.520,11.859,6.240,2.210,0.580,0.660,0.270,0.076,198,95,90,5,6.106,6.700,140,20.25,5.91,11.97
2008.12.01,08L1276,020058,92,0.5,2008.12.08,1236,2.700,0.062,0.390,0.075,39.130,1.530,12.222,6.120,2.300,0.570,0.640,0.250,0.070,191,91,83,8,6.074,6.770,140,20.16,7.87,10.63
2008.12.01,08L1277,020058,93,0.5,2008.12.08,1238,2.730,0.062,0.370,0.072,79.210,1.500,12.449,6.170,2.250,0.580,0.650,0.260,0.067,193,93,83,10,6.102,6.740,140,20.35,7.70,5.62
2009.01.01,09L0040,020058,1,0.5,2009.01.08,1310,2.780,0.118,0.326,0.061,45.540,1.960,10.467,6.550,1.990,0.480,0.550,0.190,0.053,222,100,85,15,5.707,6.270,120,18.38,9.25,2.06
2009.02.01,09L0143,020058,1,0.5,2009.02.05,1230,2.644,0.078,0.340,0.069,61.280,2.120,11.807,6.420,3.020,0.540,0.630,0.250,0.061,187,114,72,42,5.882,6.700,120,19.80,5.76,1.05
2009.03.01,09L0256,020058,1,0.5,2009.03.10,1222,3.067,0.480,0.369,0.088,53.670,2.440,11.294,6.660,1.970,0.530,0.710,0.280,0.100,236,97,89,8,5.624,6.400,160,20.87,8.14,3.76
2009.04.01,09L0377,020058,1,0.5,2009.04.08,1303,0.835,0.230,0.362,0.027,23.490,2.250,3.391,1.270,0.680,0.160,0.280,0.130,0.010,56,58,53,5,5.564,6.210,45,8.54,10.30,9.70
2009.05.01,09L0525,020058,91,0.5,2009.05.13,1045,2.356,0.000,0.307,0.066,41.210,0.570,9.637,5.170,1.700,0.440,0.630,0.270,-0.002,180,89,79,10,6.095,6.320,160,16.55,6.99,6.25
2009.05.01,09L0526,020058,92,0.5,2009.05.13,1047,2.356,0.000,0.312,0.066,42.710,0.570,9.871,5.140,1.680,0.450,0.610,0.270,0.001,176,85,80,5,6.093,6.330,160,16.45,,
2009.05.01,09L0527,020058,93,0.5,2009.05.13,1049,2.357,0.000,0.314,0.066,43.470,0.570,9.900,5.160,1.700,0.440,0.630,0.260,0.000,172,87,77,10,6.096,6.340,160,16.45,,
2009.06.01,09L0607,020058,1,0.5,2009.06.08,1244,2.318,0.000,0.357,0.078,46.440,0.520,9.989,4.210,1.730,0.450,0.580,0.260,-0.019,177,85,81,4,6.132,6.380,140,16.24,6.70,7.26
2009.07.01,09L0699,020058,1,0.5,2009.07.06,1510,2.002,0.000,0.277,0.071,49.450,0.800,10.648,3.550,1.760,0.440,0.560,0.210,0.006,177,92,89,3,6.010,6.290,140,15.99,13.83,7.68
2009.08.01,09L0835,020058,1,0.5,2009.08.03,1335,1.840,0.000,0.273,0.073,51.930,0.920,10.886,3.240,1.755,0.446,0.560,0.190,0.003,180,89,88,1,6.086,6.400,120,16.24,8.72,7.76
2009.09.01,09L1078,020058,1,0.5,2009.09.16,1200,1.918,0.000,0.289,0.075,57.444,1.078,10.170,3.022,1.889,0.480,0.619,0.172,-0.017,135,77,77,0,6.175,6.630,140,16.97,3.85,8.68
2009.10.01,09L1175,020058,1,0.5,2009.10.15,1250,2.218,0.000,0.316,0.077,78.854,2.259,9.647,5.513,2.008,0.558,0.683,0.260,0.022,162,84,70,14,6.037,6.700,160,18.93,4.06,9.97
2009.11.01,09L1217,020058,1,0.5,2009.11.04,1240,2.199,0.021,0.334,0.073,79.218,1.760,10.100,6.370,2.007,0.560,0.650,0.255,0.038,163,77,69,8,6.194,6.860,180,19.56,7.12,14.67
2009.12.01,09L1335,020058,1,0.5,2009.12.09,1015,2.244,0.041,0.335,0.074,73.268,1.108,10.417,6.450,2.038,0.537,0.636,0.238,0.056,164,78,74,4,6.356,6.800,180,19.11,6.85,8.23
2010.01.01,10L0067,020058,1,0.5,2010.01.12,1255,2.286,0.072,0.329,0.065,72.512,1.520,10.864,6.492,2.019,0.549,0.691,0.271,0.073,187,87,85,2,6.117,6.630,160,19.50,7.02,3.30
2010.02.01,10L0134,020058,91,0.5,2010.02.08,1255,2.542,0.199,0.333,0.069,55.310,1.786,11.594,7.086,2.043,0.511,0.661,0.256,0.077,185,86,91,0,5.876,6.420,140,19.73,7.17,3.11
2010.02.01,10L0135,020058,92,0.5,2010.02.08,1257,2.501,0.194,0.328,0.074,55.252,1.785,11.486,6.975,2.018,0.538,0.653,0.255,0.080,190,92,92,0,5.871,6.440,140,19.63,7.74,3.19
2010.02.01,10L0136,020058,93,0.5,2010.02.08,1259,2.547,0.213,0.322,0.071,54.156,1.792,11.662,7.034,2.033,0.541,0.653,0.250,0.083,191,100,101,0,5.878,6.420,140,19.63,7.06,2.79
2010.03.01,10L0269,020058,1,0.5,2010.03.11,1230,2.807,0.370,0.388,0.079,69.082,1.896,11.590,7.234,2.195,0.575,0.740,0.293,0.088,196,84,88,0,5.951,6.530,110,21.06,6.16,5.52
2010.04.01,10L0366,020058,1,0.5,2010.04.07,1245,2.209,0.368,0.321,0.068,50.880,2.236,9.893,6.044,1.775,0.483,0.577,0.254,0.020,172,93,90,3,5.787,6.430,120,17.32,10.68,11.69
2010.05.01,10L0487,020058,1,0.5,2010.05.06,1145,2.153,0.000,0.313,0.061,47.408,0.656,9.803,5.208,1.681,0.458,0.599,0.249,0.004,156,77,69,8,6.239,6.420,100,16.42,9.55,9.80
2010.06.01,10L0622,020058,1,0.5,2010.06.16,1205,2.011,0.000,0.308,0.066,50.254,0.668,10.443,3.790,1.709,0.461,0.598,0.218,0.006,162,77,74,3,6.303,6.420,100,16.37,9.89,11.59
2010.07.01,10L0770,020058,1,0.5,2010.07.14,1145,1.871,0.000,0.293,0.064,54.470,0.844,10.000,3.055,1.786,0.469,0.610,0.208,0.005,162,76,64,12,6.196,6.530,100,16.65,9.63,7.74
2010.08.01,10L0819,020058,1,0.5,2010.08.02,1300,1.653,0.000,0.283,0.069,62.212,0.751,10.930,2.987,1.816,0.474,0.595,0.181,-0.003,151,73,67,6,6.413,6.550,90,16.27,11.32,9.29
2010.09.01,10L1229,020058,91,0.5,2010.09.13,1200,1.998,0.004,0.298,0.070,59.060,1.023,10.124,2.543,1.807,0.469,0.603,0.208,-0.001,130,71,67,3,6.078,6.530,90,16.75,9.10,10.13
2010.09.01,10L1230,020058,92,0.5,2010.09.13,1202,1.976,0.000,0.287,0.062,59.176,1.047,9.910,2.573,1.784,0.470,0.608,0.208,-0.002,133,70,67,2,6.090,6.530,90,16.75,8.92,9.92
2010.09.01,10L1231,020058,93,0.5,2010.09.13,1204,1.970,0.000,0.285,0.069,57.774,1.013,10.363,2.481,1.821,0.471,0.610,0.210,-0.004,127,69,64,5,6.071,6.540,90,16.85,8.33,9.39
2010.10.01,10L1318,020058,1,0.5,2010.10.12,1155,2.078,0.000,0.320,0.072,54.264,1.579,10.740,3.905,1.852,0.476,0.550,0.237,0.000,166,101,93,8,5.853,6.430,160,17.51,4.76,9.22
2010.11.01,10L1442,020058,1,0.5,2010.11.10,1145,1.986,0.045,0.306,0.067,60.482,1.264,11.811,5.082,1.863,0.479,0.592,0.258,0.053,191,93,82,11,5.994,6.500,140,17.60,8.15,5.95
2010.12.01,10L1488,020058,1,0.5,2010.12.02,1200,2.083,0.060,0.303,0.067,53.676,1.152,12.213,4.856,1.865,0.467,0.592,0.250,0.060,202,93,82,12,6.006,6.380,140,17.67,8.31,7.46
2011.01.01,11L0039,020058,1,0.5,2011.01.06,1200,2.228,0.136,0.297,0.069,55.296,1.352,10.966,5.028,1.887,0.484,0.623,0.246,0.090,207,106,82,24,5.806,6.280,70,18.33,7.61,3.44
2011.02.01,11L0110,020058,91,0.5,2011.02.03,1250,2.346,0.177,0.307,0.071,45.518,1.460,11.393,5.889,1.979,0.491,0.618,0.242,0.089,197,101,82,18,5.752,6.250,160,18.70,8.86,1.47
2011.02.01,11L0111,020058,92,0.5,2011.02.03,1252,2.322,0.173,0.304,0.071,43.972,1.402,11.784,5.797,1.976,0.492,0.616,0.241,0.089,174,100,85,14,5.745,6.300,160,18.60,9.04,
2011.02.01,11L0112,020058,93,0.5,2011.02.03,1254,2.380,0.180,0.308,0.072,47.464,1.410,11.724,6.017,1.994,0.493,0.622,0.241,0.087,183,107,90,17,5.736,6.310,160,18.80,8.95,
2011.03.01,11L0249,020058,1,0.5,2011.03.10,0945,2.390,0.371,0.306,0.072,46.016,1.643,11.882,5.941,1.891,0.484,0.629,0.247,0.061,200,100,88,12,5.683,6.270,120,18.48,8.99,1.69
2011.04.01,11L0363,020058,1,0.5,2011.04.07,1200,2.604,0.472,0.264,0.069,29.476,2.044,11.686,5.973,1.678,0.440,0.613,0.276,0.047,205,126,115,11,5.350,5.690,140,19.06,8.93,1.92
